Provider ID,Hospital Name,City,State,County Name,Survey Response Rate Percent,Patient Survey Star Rating
30036,CHANDLER REGIONAL MEDICAL CENTER,CHANDLER,AZ,MARICOPA,19.0,3.0
30094,ABRAZO ARROWHEAD CAMPUS,GLENDALE,AZ,MARICOPA,19.0,3.0
40001,SILOAM SPRINGS REGIONAL HOSPITAL,SILOAM SPRINGS,AR,BENTON,19.0,3.0
40069,GREAT RIVER MEDICAL CENTER,BLYTHEVILLE,AR,MISSISSIPPI,19.0,3.0
50002,ST ROSE HOSPITAL,HAYWARD,CA,ALAMEDA,19.0,3.0
50022,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,CA,RIVERSIDE,19.0,3.0
50028,MAD RIVER COMMUNITY HOSPITAL,ARCATA,CA,HUMBOLDT,19.0,3.0
50057,KAWEAH DELTA MEDICAL CENTER,VISALIA,CA,TULARE,19.0,3.0
50082,ST JOHNS REGIONAL MEDICAL CENTER,OXNARD,CA,VENTURA,19.0,3.0
50093,SAINT AGNES MEDICAL CENTER,FRESNO,CA,FRESNO,19.0,3.0
50118,DOCTORS HOSPITAL OF MANTECA,MANTECA,CA,SAN JOAQUIN,19.0,3.0
50298,BARSTOW COMMUNITY HOSPITAL,BARSTOW,CA,SAN BERNARDINO,19.0,3.0
50320,HIGHLAND HOSPITAL,OAKLAND,CA,ALAMEDA,19.0,3.0
50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,COVINA,CA,LOS ANGELES,19.0,3.0
50506,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,19.0,3.0
50588,SAN DIMAS COMMUNITY HOSPITAL,SAN DIMAS,CA,LOS ANGELES,19.0,3.0
50688,ST LOUISE REGIONAL HOSPITAL,GILROY,CA,SANTA CLARA,19.0,3.0
50735,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,LOS ANGELES,19.0,3.0
50737,GARFIELD MEDICAL CENTER,MONTEREY PARK,CA,LOS ANGELES,19.0,3.0
50738,GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,CA,LOS ANGELES,19.0,3.0
61336,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,LA JUNTA,CO,OTERO,19.0,3.0
70010,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,FAIRFIELD,19.0,3.0
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,ANNISTON,AL,CALHOUN,18.0,3.0
